Track Name,artwork_url
Ride It (Kya Yehi Pyar Hai),https://i.scdn.co/image/ab67616d0000b27361e2aee892c41ed7f65dfca2
Shut Up & Bounce,https://i.scdn.co/image/ab67616d0000b273add6b0e45df7005a55e89c8a
Tere Pyaar Mein,https://i.scdn.co/image/ab67616d0000b273fdd4cc7defb987b4c3aa2d9e
Sunn Raha Hai (Male Version),https://i.scdn.co/image/ab67616d0000b2736404721c1943d5069f0805f3
Mera Yaar,https://i.scdn.co/image/ab67616d0000b273fd2df008046f04c32d9c0c2e
Piya Piya O Piya,https://i.scdn.co/image/ab67616d0000b273d6c9cc10073c7423ae2ea892
Lemonade,https://i.scdn.co/image/ab67616d0000b273a2e33110ef7db4c5e370a752
Bebo,https://i.scdn.co/image/ab67616d0000b273c6710b4a52539506c30e5354
Mere Khwabon Mein,https://i.scdn.co/image/ab67616d0000b2736f39da36b20a464bdc28fd21
Matru Ki Bijlee Ka Mandola,https://i.scdn.co/image/ab67616d0000b2736b557ccfbef6221130b8f0b7
Dilli - 6,https://i.scdn.co/image/ab67616d0000b273f7c6e0a439f01c38bac5730c
Ho Gaya Hai Tujhko To Pyar Sajna,https://i.scdn.co/image/ab67616d0000b2730553935df95aaa9381f4fc66
Patang,https://i.scdn.co/image/ab67616d0000b273b3969b352a6b38122086a6e7
Khidki - Acoustic,https://i.scdn.co/image/ab67616d0000b27399e29bc8c3d4e16ab49a7045
Girta Sambhalta (Extended),https://i.scdn.co/image/ab67616d0000b27325cbbc598c5c71bcf5d0d7c9
Manja,https://i.scdn.co/image/ab67616d0000b27369a161580355f33d5342dc5c
I Hate Luv Storys,https://i.scdn.co/image/ab67616d0000b2731992dd7b33baf5887ea4a1ec
,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79
,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79
"Milegi Milegi (From ""Stree"")",https://i.scdn.co/image/ab67616d0000b2736d3eb740a87b5c21d2ac345f
BIBA,https://i.scdn.co/image/ab67616d0000b273de5ce673c73ecce9b30b954f
Tune Kaha,https://i.scdn.co/image/ab67616d0000b2733214a3bb5d7728018acc90be
Tere Jaisa,https://i.scdn.co/image/ab67616d0000b27397d0e2e6d9b2be5286d438db
Main Bola Hey!,https://i.scdn.co/image/ab67616d0000b273d0ae2c7156bbb9d8ac275581
Kajra Mohabbat Wala,https://i.scdn.co/image/ab67616d0000b273ddc3bf3fed5b10fe937630fd
Dilbar,https://i.scdn.co/image/ab67616d0000b273021413d7c67b1dc8f6609ed5
Tune Maari Entriyaan,https://i.scdn.co/image/ab67616d0000b273e9c00ca1d7085a7ea56e2337
Drama Queen,https://i.scdn.co/image/ab67616d0000b273d2a26ef92bdf5494a87b720f
Prem Ki Naiyya,https://i.scdn.co/image/ab67616d0000b273c2d2a2177df997886b1a4eb9
Do Dhaari Talwaar,https://i.scdn.co/image/ab67616d0000b273a2011a6b7f81c63c1557076d
"Aithey Aa (From ""Bharat"")",https://i.scdn.co/image/ab67616d0000b273d5d4b156e8309f95f4fca1b6
"Character Dheela 2.0 (From ""Shehzada"")",https://i.scdn.co/image/ab67616d0000b273f6f93c24a9863c16cb0adeb2
Pretty Woman,https://i.scdn.co/image/ab67616d0000b2734516a5d74bac51f3afcba85a
Girl I Need You,https://i.scdn.co/image/ab67616d0000b2731859cd6adfc5a024d03bc896
,https://i.scdn.co/image/ab67616d0000b2739e1cfc756886ac782e363d79
Oh Girl You're Mine .,https://i.scdn.co/image/ab67616d0000b2731111adc2ded1cffe91281507
First Kiss,https://i.scdn.co/image/ab67616d0000b27397c994a74c1a3a81cbac226a
"Sapna Jahan (From ""Brothers"")",https://i.scdn.co/image/ab67616d0000b273471b7e4f9c2fcf92d4f1e5c1
Ddlj Theme,https://i.scdn.co/image/ab67616d0000b2739842cd603d63d30cac1392c7
Yaar Bina Chain Kanha Ray,https://i.scdn.co/image/ab67616d0000b2732ae20c5d0e1c3b778a6c2357
Joganiyan,https://i.scdn.co/image/ab67616d0000b273ca25e6d85852a6fd037a62a0
"Rasiya (From ""Brahmastra"")",https://i.scdn.co/image/ab67616d0000b273d5bc8c60d74c017ef2cfca14
Gallan Goodiyaan,https://i.scdn.co/image/ab67616d0000b273cff978906e5901b8efacc904
Dil Dhadakne Do,https://i.scdn.co/image/ab67616d0000b2730acb5a72549287bf33b51b71
Madhubala,https://i.scdn.co/image/ab67616d0000b273a2011a6b7f81c63c1557076d
Baat Ban Jaye,https://i.scdn.co/image/ab67616d0000b273830f4fa849aea3932a19b042
Sajna Ji Vaari Vaari,https://i.scdn.co/image/ab67616d0000b273a62727703ad0d5d3d2c2f01e
Dil Garden Garden Ho Gaya,https://i.scdn.co/image/ab67616d0000b273cc77fe5904f0f839e9f376c2
Dil Mein Baji Guitar,https://i.scdn.co/image/ab67616d0000b273af71d349cd9e43f1dbec9b24
Dhat Teri Ki,https://i.scdn.co/image/ab67616d0000b2734fa33110e7aa38e228fc050d
Future Mehbooba,https://i.scdn.co/image/ab67616d0000b2731298d322de3ea73c1963bfe3
Tu Saala,https://i.scdn.co/image/ab67616d0000b2735b708bc459ffb3d467596e43
"Lift Teri Bandh Hai (From ""Judwaa 2"")",https://i.scdn.co/image/ab67616d0000b27368166845814c84b0e76e2bd5
Tamma Tamma Again,https://i.scdn.co/image/ab67616d0000b273fa3617fcd0dd0f23e7174219
Saat Samundar Paar Happy,https://i.scdn.co/image/ab67616d0000b27342836fa8ccdbd455fc28906b
Premika,https://i.scdn.co/image/ab67616d0000b27323b8831524517331aa80b877
Disco Disco,https://i.scdn.co/image/ab67616d0000b273b91af7f193643ba849e6211a
Dhunki,https://i.scdn.co/image/ab67616d0000b273a2011a6b7f81c63c1557076d
Rock N Roll Soniye,https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade
Tere Mere Beech Mein,https://i.scdn.co/image/ab67616d0000b273cd022bb452b37afb20d7fa69
Hungamaa Ho Gaya,https://i.scdn.co/image/ab67616d0000b273223763756beb4914c2326f5e
"Naa Jaane (From ""I, Me Aur Main"")",https://i.scdn.co/image/ab67616d0000b2733f77b9d55a070d6aa58c52e4
Aane Do,https://i.scdn.co/image/ab67616d0000b27379a50a3b84a083b19a4f83de
Gaayab,https://i.scdn.co/image/ab67616d0000b273ffdb66e17990dd16b558a506
Mitwa,https://i.scdn.co/image/ab67616d0000b273afbf50bfb7b032b69deabade
Le Gayi,https://i.scdn.co/image/ab67616d0000b273b96494dc6eaedc90919365df
Iraaday,https://i.scdn.co/image/ab67616d0000b27319798eaffbc037d3a21dcf37
"Ek Ladki Bheegi Bhagi Si - From ""Chalti Ka Naam Gaadi""",https://i.scdn.co/image/ab67616d0000b2736f116e3aba2e893cb09f6068
Aankhein Khuli,https://i.scdn.co/image/ab67616d0000b27305a0d368c0fbf69c9a76bc81
Bye,https://i.scdn.co/image/ab67616d0000b273a6cb8fab778e1efc406a5909
Dilbara,https://i.scdn.co/image/ab67616d0000b273be59ee6ec9407779e9b0aa41
Tere Bin,https://i.scdn.co/image/ab67616d0000b273c17a7c5bbbdd1a932b0402ba
Apna Bana Le - Slowed + Reverbed,https://i.scdn.co/image/ab67616d0000b2738b5589ef64131e566bdd2d61
Malang Sajna,https://i.scdn.co/image/ab67616d0000b273e4be675de3a03b2ad2552c6d
Dream Girl,https://i.scdn.co/image/ab67616d0000b273297245e15c7f7f8f779f870c
Lag Ja Gale Se Phir,https://i.scdn.co/image/ab67616d0000b2736f39da36b20a464bdc28fd21
Premika Ne Pyar Se,https://i.scdn.co/image/ab67616d0000b27374b606c1d7f9c8b6f1ea6f8f
It's the Time to Disco,https://i.scdn.co/image/ab67616d0000b273a2055e0b847ff66fb5206099
Dil To Bachcha Hai,https://i.scdn.co/image/ab67616d0000b27323ab22507817d5981ebb2f47
Darmiyaan,https://i.scdn.co/image/ab67616d0000b2737a84d0303dd4111cd5b3b63a
Aadmi Chutiya Hai,https://i.scdn.co/image/ab67616d0000b273305b9c872312e6fac4071d08
Tippa,https://i.scdn.co/image/ab67616d0000b2734dd5669f34febb5105af1d68
Aye Udi Udi Udi,https://i.scdn.co/image/ab67616d0000b273fb2bce3c5716f9bd1f0aaad7
Ranjha - Sid X Kiara Wedding Version,https://i.scdn.co/image/ab67616d0000b273c0d87382a466a284b7dcd016
Jhoom,https://i.scdn.co/image/ab67616d0000b27343fd559a6c9836a3f47e535f
Bulleya,https://i.scdn.co/image/ab67616d0000b273bca30634e6cad10b97c03d21
Chaandaniya,https://i.scdn.co/image/ab67616d0000b273c7b8d39b1e113845906984ab
Sanak,https://i.scdn.co/image/ab67616d0000b27374567e1ea8de537e6e4500fc
"Hothon Se Chhu Lo Tum - From ""Prem Geet""",https://i.scdn.co/image/ab67616d0000b273b5eba194cd2f743be9a0f87b
Saathiya,https://i.scdn.co/image/ab67616d0000b273fb2bce3c5716f9bd1f0aaad7
Love At First Sight (Title Music),https://i.scdn.co/image/ab67616d0000b27324bb8c348400c9f261e25c70
Barso Re,https://i.scdn.co/image/ab67616d0000b2730504fdf58bae8cd52dd13047
Tere Bina,https://i.scdn.co/image/ab67616d0000b2730504fdf58bae8cd52dd13047
Kabira,https://i.scdn.co/image/ab67616d0000b273707ea5b8023ac77d31756ed4
Muskaanein Jhooti Hai,https://i.scdn.co/image/ab67616d0000b273e8acd7446270164f4806f9d2
Yeh Mera Dil Yaar Ka Diwana,https://i.scdn.co/image/ab67616d0000b273c825f5f49ad63e0e449127b9
"Aafat (From ""Liger"")",https://i.scdn.co/image/ab67616d0000b273e08cabe66ea7eb6d75714d10
"Baby Tujhe Paap Lagega (From ""Zara Hatke Zara Bachke"")",https://i.scdn.co/image/ab67616d0000b273661c45df3f154ceee81fd07e
"Issa Vibe (From ""Bloody Daddy"")",https://i.scdn.co/image/ab67616d0000b27370062fb9a84d18349db07481
Katiya Karun,https://i.scdn.co/image/ab67616d0000b27354e544672baa16145d67612b
Ham Ne Tum Ko Dekha,https://i.scdn.co/image/ab67616d0000b27341e9d640483a9dce60494b05
"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",https://i.scdn.co/image/ab67616d0000b273a363fadc8b0dfbeea80b240a
Jhoomka Gira Re,https://i.scdn.co/image/ab67616d0000b2735988d610be0346d6cea48682
Aajkal Tere Mere Pyar Ke Charche,https://i.scdn.co/image/ab67616d0000b273b348db1caa9347eb98fe6b93
Kajra Mohabbat Wala,https://i.scdn.co/image/ab67616d0000b273ddc3bf3fed5b10fe937630fd
Mere Samnewali Khidki Mein,https://i.scdn.co/image/ab67616d0000b2736bf7a20d007ecb95c3a01d0c
Mere Sapnon Ki Rani,https://i.scdn.co/image/ab67616d0000b2736f116e3aba2e893cb09f6068
"Tera Mujhse - From ""Aa Gale Lag Jaa""",https://i.scdn.co/image/ab67616d0000b273ac731c8e3330ede2816c17a2
"Jab Koi Baat Bigad Jaye (From ""Jurm"")",https://i.scdn.co/image/ab67616d0000b273cf03fbef62312d90fe5b2173
Uden Jab Jab Zulfen Teri,https://i.scdn.co/image/ab67616d0000b27303b736e46faf01448d1335e2
Lucky Boy,https://i.scdn.co/image/ab67616d0000b273a08c7022ea424b2f048b46e9
Heer,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
Daawat-e-Ishq,https://i.scdn.co/image/ab67616d0000b273014b802e3b25d017a1046193
Samjho Na,https://i.scdn.co/image/ab67616d0000b27361589325f2ee1797c6527512
Heeriye (feat. Arijit Singh),https://i.scdn.co/image/ab67616d0000b2734a60872ae145776164540a7f
Lucky Tu Lucky Me,https://i.scdn.co/image/ab67616d0000b273118f1494d8f5ebea6cd5e20d
Beqarar Karke Hamen Yun Na Jaiye,https://i.scdn.co/image/ab67616d0000b273958c99a9f56cdf0a18c20f29
Jigar Da Tukda,https://i.scdn.co/image/ab67616d0000b273ab14def19a5dc364cb191342
Dum Dum,https://i.scdn.co/image/ab67616d0000b273189300e11cd997c83356d85f
Shuddh Desi Romance,https://i.scdn.co/image/ab67616d0000b273b142294d7adcc8e4f599fe87
Kabhi Kabhi Aditi,https://i.scdn.co/image/ab67616d0000b273abf91851997179d195afab5f
Kun Faya Kun,https://i.scdn.co/image/ab67616d0000b273db3bc20de33730b582169c87
"Chaleya (From ""Jawan"")",https://i.scdn.co/image/ab67616d0000b27360dbbb589dff0c57a3a4ffb2
Pal Pal Har Pal,https://i.scdn.co/image/ab67616d0000b2733dbcf71014fd342f6e78031a
Bikhra,https://i.scdn.co/image/ab67616d0000b273778d1df115679f85768bed2f
Farq hai,https://i.scdn.co/image/ab67616d0000b27341457657dfc4e6268ae82b98
Sabse Pehle Hai Pyar - Lofi,https://i.scdn.co/image/ab67616d0000b273562017653efc469e0a8ea128
Yeh Raaten Yeh Mausam,https://i.scdn.co/image/ab67616d0000b27350b9cde3cc22c4c98a4d7139
Labon Ko,https://i.scdn.co/image/ab67616d0000b2734cfe2d352da6d7910961377f
Shayarana,https://i.scdn.co/image/ab67616d0000b273014b802e3b25d017a1046193
Jhumritalaiyya,https://i.scdn.co/image/ab67616d0000b273825ddcb304eec7ac781f4d4b
Tose Naina,https://i.scdn.co/image/ab67616d0000b27376d18b5a17bd977a9a87551b
Rang Lageya,https://i.scdn.co/image/ab67616d0000b2731dda544f66f0eef95f7168ee
Saiyyan,https://i.scdn.co/image/ab67616d0000b273cd3f6c3c2f2aa9b76fe635b1
Teri Deewani,https://i.scdn.co/image/ab67616d0000b273a853b902decce7830d171841
Ek Din Aap,https://i.scdn.co/image/ab67616d0000b2730f0e4b68ed5159c70422c18f
"Valam (From ""Made in China"")",https://i.scdn.co/image/ab67616d0000b2739a5b8a9407b65bac8894fa0c
"Nasha (From ""Sukhee"")",https://i.scdn.co/image/ab67616d0000b273f9e67c561b495c684bc289ef
Tere Hawaale,https://i.scdn.co/image/ab67616d0000b273336a3ce27714f4f4999da39d
Jeena Jeena,https://i.scdn.co/image/ab67616d0000b273a1c86fab5027418418f3f061
Kaisi Paheli Zindagani,https://i.scdn.co/image/ab67616d0000b273db8153f339baece275dbe9d4
"Hua Main (From ""ANIMAL"")",https://i.scdn.co/image/ab67616d0000b273ac2f40efa7f20f169acfb46f
Main Koi Aisa Geet Gaoon,https://i.scdn.co/image/ab67616d0000b273e502f2e2b6e5560e2f67208c
Saigal Blues,https://i.scdn.co/image/ab67616d0000b2732e3ef294a52273479125a63c
Saaiyaan,https://i.scdn.co/image/ab67616d0000b273c04698b442ee9fbb3c4cbbe1
Apna Bana Le,https://i.scdn.co/image/ab67616d0000b273c7b32b2ebd1ed948c9e7e5c5
Rabba,https://i.scdn.co/image/ab67616d0000b2732317f776cff461790cba7222
"Karle Jugaad Karle (From ""Fukrey"")",https://i.scdn.co/image/ab67616d0000b273e966b6282eda14df763d43a0
Urvashi Urvashi,https://i.scdn.co/image/ab67616d0000b27374b606c1d7f9c8b6f1ea6f8f
Shubhaarambh,https://i.scdn.co/image/ab67616d0000b2736a942b2b8ec9c67ef5512287
Aaj Se Teri,https://i.scdn.co/image/ab67616d0000b2736b652c887eea91470f495eca
Pashmina,https://i.scdn.co/image/ab67616d0000b273b99c0e6b9bf5ba4da74e816d
Yeh Fitoor Mera,https://i.scdn.co/image/ab67616d0000b273b99c0e6b9bf5ba4da74e816d
Kalank - Title Track,https://i.scdn.co/image/ab67616d0000b2739eb6c1861d8c058e7052df1e
Zaalima,https://i.scdn.co/image/ab67616d0000b273fced3ea9af59ad98c142279e
Udi Udi Jaye,https://i.scdn.co/image/ab67616d0000b273fced3ea9af59ad98c142279e
Dariya,https://i.scdn.co/image/ab67616d0000b273edfe45782ad611717d77b2ee
Nachde Ne Saare,https://i.scdn.co/image/ab67616d0000b273edfe45782ad611717d77b2ee
Sau Aasmaan,https://i.scdn.co/image/ab67616d0000b273edfe45782ad611717d77b2ee
"Hone Do Jo Hota Hai - From ""Kho Gaye Hum Kahan""",https://i.scdn.co/image/ab67616d0000b273f045d46ce52c8f88beb9401a
Gajra,https://i.scdn.co/image/ab67616d0000b27385e5454ba2e48e51099b5a65
Chhalka Chhalka Re,https://i.scdn.co/image/ab67616d0000b273fb2bce3c5716f9bd1f0aaad7
Mangalayam,https://i.scdn.co/image/ab67616d0000b273fb2bce3c5716f9bd1f0aaad7
Pehla Nasha,https://i.scdn.co/image/ab67616d0000b2733b1a73787cb4c73ddc92b302
Navrai Maajhi,https://i.scdn.co/image/ab67616d0000b273ca3789155cdfd0abdc9ad225
Chhan Ke Mohalla,https://i.scdn.co/image/ab67616d0000b273d278ff3936ad81ae44503b98
Zindagi Ek Safar Hai Suhana - Kishore Kumar,https://i.scdn.co/image/ab67616d0000b273987fd761f365f051050c9efe
Yeh Vaada Raha - Tu Tu Hai Wahi / From “Yeh Vaada Raha”,https://i.scdn.co/image/ab67616d0000b273daf22399a86239fdb2fe002d
Intaha Ho Gai Intezar Ki,https://i.scdn.co/image/ab67616d0000b273420c2b919ecbcc95a42c3db5
"Teri Yeh Baatein - From ""Kho Gaye Hum Kahan""",https://i.scdn.co/image/ab67616d0000b27389fd8b18b6701f71e038d9a2
"Kho Gaye Hum Kahan - From ""Kho Gaye Hum Kahan""",https://i.scdn.co/image/ab67616d0000b27389fd8b18b6701f71e038d9a2
Tainu Leke,https://i.scdn.co/image/ab67616d0000b27380cb44e037bdc5dd5bcace15
Jane Woh Kaise Log The,https://i.scdn.co/image/ab67616d0000b273958c99a9f56cdf0a18c20f29
Ye Dil Tum Bin Lagta Nahin,https://i.scdn.co/image/ab67616d0000b273f18c8eec4b994fef994d3ea9
Manjha,https://i.scdn.co/image/ab67616d0000b273f8012d84bc6cde0bf0f8a3b9
"Dil Se Dil Tak (From ""Bawaal"")",https://i.scdn.co/image/ab67616d0000b273bdbfa224f9c1f5c657c4250e
"Aap Jaisa Koi - From ""Qurbani""",https://i.scdn.co/image/ab67616d0000b273ce5864d4767fda884fdf6349
Kay Sera Sera,https://i.scdn.co/image/ab67616d0000b2734bdaa9e52dc96a9def7a083b
Latoo,https://i.scdn.co/image/ab67616d0000b2735b7ba7da308af447f48b9943
Nazdeekiyaan,https://i.scdn.co/image/ab67616d0000b273ad6a2ff03cd27ae95354c34d
Jawani Jan-E-Man,https://i.scdn.co/image/ab67616d0000b273a20620286dc4223fd6877ba1
Sukoon Mila,https://i.scdn.co/image/ab67616d0000b273fd2824249c4df9c5f8aa543c
Right Here Right Now,https://i.scdn.co/image/ab67616d0000b273bb31ee7f9507621c548f1ec2
Dil Dance Maare,https://i.scdn.co/image/ab67616d0000b273350fe52fe51edbfe385b6228
Tang Mujhko,https://i.scdn.co/image/ab67616d0000b273db2b8e04d5163c2aa0864765
Kammo Ji,https://i.scdn.co/image/ab67616d0000b273ebbf1359e6c4ce7a40e30311
Pahal,https://i.scdn.co/image/ab67616d0000b2730a623051ef70a9d6972ed582
Tareekhi,https://i.scdn.co/image/ab67616d0000b27331f6361593a7179523d77385
Namo Namo,https://i.scdn.co/image/ab67616d0000b273c65eb44f9039e006247ef8f7
"Akhiyaan Gulaab (From ""Teri Baaton Mein Aisa Uljha Jiya"")",https://i.scdn.co/image/ab67616d0000b27352e3a807b72281cb40c08092
Taal Se Taal,https://i.scdn.co/image/ab67616d0000b27398754a3b7cbff68a9ccbd5de
Jaanam Samjha Karo,https://i.scdn.co/image/ab67616d0000b2739cf82f37b61c3b8f3aeb476a
"Sajni (From ""Laapataa Ladies"")",https://i.scdn.co/image/ab67616d0000b273d5f4378b1ffc9119fdc7306d
Ruki Sukhi Roti,https://i.scdn.co/image/ab67616d0000b27374f7728e935de4666f7db971
Namak,https://i.scdn.co/image/ab67616d0000b27372ee382c4f44cbf1c31ee5a9
Piyu Bole,https://i.scdn.co/image/ab67616d0000b273db8153f339baece275dbe9d4
nadaaniyan,https://i.scdn.co/image/ab67616d0000b273adff87184871346c715be4c7
Soulmate,https://i.scdn.co/image/ab67616d0000b2732e92f776279eaf45d14a33fd
Tujhe Bhula Diya,https://i.scdn.co/image/ab67616d0000b2731da0a37c5bad81580d49ef05
"Tu Hi Re - From ""Bombay""",https://i.scdn.co/image/ab67616d0000b273a14cd8823a92895e7140eab8
Daryaa,https://i.scdn.co/image/ab67616d0000b273cccc0c0c9fb71dabc14f98f7
Gun Gun Guna,https://i.scdn.co/image/ab67616d0000b273c67636f3021f5869095c0fc5
Sajde,https://i.scdn.co/image/ab67616d0000b2737e68b567e5db969d3b7dd9be
Crazy Kiya Re,https://i.scdn.co/image/ab67616d0000b2739859a7426073d15abd554720
Blockbuster,https://i.scdn.co/image/ab67616d0000b2739742a327795c8c656d4c436d
"Tehas Nehas - From ""Khaali Peeli""",https://i.scdn.co/image/ab67616d0000b273a89220a0a2d609f8e2e9ef64
Chaiyya Chaiyya,https://i.scdn.co/image/ab67616d0000b2734e2aa94e199e50bc8e10646f
Duh,https://i.scdn.co/image/ab67616d0000b273b0bc517f6cfb0f5abc1b4743
O'Meri Laila - Radio Version,https://i.scdn.co/image/ab67616d0000b273fc8c4535825cdc0bcafde19a
"Tera Naam Japdi Phiran - Version, 1",https://i.scdn.co/image/ab67616d0000b273347c0ed05d0fc9392c7d883e
Teri Yaadon Mein,https://i.scdn.co/image/ab67616d0000b2731b79f578c973abf93d5d4dbc
Bhare Naina,https://i.scdn.co/image/ab67616d0000b27344aa56e23e3a89802e6c6347
Haan Ke Haan,https://i.scdn.co/image/ab67616d0000b27328d1993af511ae93aa60b22a
Piya Ghar Aavenge,https://i.scdn.co/image/ab67616d0000b2731feb65f70411171708b63d8c
Hafiz Hafiz,https://i.scdn.co/image/ab67616d0000b273fc8c4535825cdc0bcafde19a
Sooiyan,https://i.scdn.co/image/ab67616d0000b2738c4fc63bb376d0d3d2b45391
Bairiyaa,https://i.scdn.co/image/ab67616d0000b273cab73e6ac9bf4bf3c6931570
Kaise Mein Kahun Tujhse,https://i.scdn.co/image/ab67616d0000b273890771e9c8274f7802d26d25
Gallan 4,https://i.scdn.co/image/ab67616d0000b27321f22393aa9fd4b1fc929841
Shaayraana,https://i.scdn.co/image/ab67616d0000b273fd2824249c4df9c5f8aa543c
Chori Kiya Re Jiya,https://i.scdn.co/image/ab67616d0000b273a7bde34c6c6c7441a278837d
Tere Naina,https://i.scdn.co/image/ab67616d0000b2737881b6fe1d303657f9d409eb
"Paththavaikkum (From ""Devara Part 1"")",https://i.scdn.co/image/ab67616d0000b2732b4185706c90b7f1435496c8
Kannazhaga - The Kiss of Love,https://i.scdn.co/image/ab67616d0000b2730d66934f5370419636c78f18
Meri Jaan,https://i.scdn.co/image/ab67616d0000b273ad19b236a07df70c12dc38ef
Ishq Shava,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
Saans,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
"Kangal Edho - From ""Chithha""",https://i.scdn.co/image/ab67616d0000b27338866acf960028e6a5bb4e6c
Tujh Mein Rab Dikhta Hai - II,https://i.scdn.co/image/ab67616d0000b2731555fec10000486f9331fbc8
Khaamakha,https://i.scdn.co/image/ab67616d0000b2732603a939eec27fc90c962419
Holdin’ On,https://i.scdn.co/image/ab67616d0000b2736f107b07f3a8fb66a7819df8
My Dil Goes Mmmm,https://i.scdn.co/image/ab67616d0000b2733407f760b091d7b668ad9d22
Ramta Jogi,https://i.scdn.co/image/ab67616d0000b27398754a3b7cbff68a9ccbd5de
Ittefaq,https://i.scdn.co/image/ab67616d0000b2735717787913feeb6db0f09956
Badri Ki Dulhania (Title Track),https://i.scdn.co/image/ab67616d0000b273fa3617fcd0dd0f23e7174219
Maye Ni Maye,https://i.scdn.co/image/ab67616d0000b273779063301154e835a91a35e0
Ishq Hai,https://i.scdn.co/image/ab67616d0000b27379f4a87c23143f0abb14c279
Say Na Say Na,https://i.scdn.co/image/ab67616d0000b273640dfe47de13c26ccc41e8ab
Sajania,https://i.scdn.co/image/ab67616d0000b273fc94e145c5c174ece06b198b
Jaanam,https://i.scdn.co/image/ab67616d0000b2739cf82f37b61c3b8f3aeb476a
Do Pall,https://i.scdn.co/image/ab67616d0000b2731d9d5dc54ac1752ea7b6f234
Finding Her,https://i.scdn.co/image/ab67616d0000b27383141000ee8ce3b893a0b425
Sahiba,https://i.scdn.co/image/ab67616d0000b2730a47bbe7141fdfe0eb2cdba7
Pehli Nazar Mein,https://i.scdn.co/image/ab67616d0000b273a0174ac9f29d0d48d76c3e00
"Jugraafiya - From ""Super 30""",https://i.scdn.co/image/ab67616d0000b273e76275da5828d6f937c3bcf3
Fanaa,https://i.scdn.co/image/ab67616d0000b273060c9e78dae4006109209115
Jaan 'Nisaar,https://i.scdn.co/image/ab67616d0000b273c65eb44f9039e006247ef8f7
Manmarziyan,https://i.scdn.co/image/ab67616d0000b2730e26db222796cf4207425abc
Monta Re,https://i.scdn.co/image/ab67616d0000b2730e26db222796cf4207425abc
Meethi Boliyaan,https://i.scdn.co/image/ab67616d0000b2736a942b2b8ec9c67ef5512287
Paaro,https://i.scdn.co/image/ab67616d0000b2730961aa2e7a0495294eb329e3
Aaila Re Ladki Mast Mast,https://i.scdn.co/image/ab67616d0000b273114848d09a57897710b7ec07
"Ishq Mein (From ""Nadaaniyan"")",https://i.scdn.co/image/ab67616d0000b273fb7d9bc3c3f4940287e2819a
Udi,https://i.scdn.co/image/ab67616d0000b27355011be0e63c99b36bf99c5b
Tere Liye,https://i.scdn.co/image/ab67616d0000b27378109adafee981634990753a
Javeda Zindagi-Tose Naina Lage,https://i.scdn.co/image/ab67616d0000b27336163aa83c42e72684a53287
Dilko Tumse Pyar Hua,https://i.scdn.co/image/ab67616d0000b273890771e9c8274f7802d26d25
Chaudhary,https://i.scdn.co/image/ab67616d0000b27327c59173f1d904947229613f
Chudi,https://i.scdn.co/image/ab67616d0000b2735f8c3a477c44a16f8d0e7330
Obsessed,https://i.scdn.co/image/ab67616d0000b273a9e20a20b9fc607d81f9c335
Surili Akhiyon Wale,https://i.scdn.co/image/ab67616d0000b273e3c3b06a8acf1941605cee41
Hey Shona,https://i.scdn.co/image/ab67616d0000b273ae7fac16cc9e47edb2cd687c
Admirin' You (feat. Preston Pablo),https://i.scdn.co/image/ab67616d0000b273bb25239324c4e16ae01fda36
Lover,https://i.scdn.co/image/ab67616d0000b273be1e41eda793059fb9129bff
Mi Amor,https://i.scdn.co/image/ab67616d0000b273a6f8106a0bf5ffa5fca2277b
Kinni Kinni,https://i.scdn.co/image/ab67616d0000b273cb2f9520171129a3df7a241a
Gubbare,https://i.scdn.co/image/ab67616d0000b273dbde461b6d5675fac8ea50e9
Tu Meri,https://i.scdn.co/image/ab67616d0000b273058494835ee23ad6104f81f2
Allah Maaf Kare,https://i.scdn.co/image/ab67616d0000b273daa89593cc2cde9651665d03
Tum Jo Aaye,https://i.scdn.co/image/ab67616d0000b273df934f4de5f8dd46f8d75f5f
Samjho Na,https://i.scdn.co/image/ab67616d0000b27361589325f2ee1797c6527512
Jiya,https://i.scdn.co/image/ab67616d0000b2731efbf8b77e571388b3520f72
Nazm Nazm,https://i.scdn.co/image/ab67616d0000b273eed7385eaba31b4b644c0cc2
Shaam Shaandaar,https://i.scdn.co/image/ab67616d0000b273ad6a2ff03cd27ae95354c34d
440 Volt,https://i.scdn.co/image/ab67616d0000b273b2abfd2439b6c23c3664df87
"Palat - Tera Hero Idhar Hai (From ""Main Tera Hero"")",https://i.scdn.co/image/ab67616d0000b273614a583a490e23b29821b2ed
Dekha Ek Khwab - II,https://i.scdn.co/image/ab67616d0000b273d668a5ba24a15110c8ab6a1d
Dhan Te Nan,https://i.scdn.co/image/ab67616d0000b273697900b24eb6e48a78923d98
Dhichkyaaon Doom Doom 1,https://i.scdn.co/image/ab67616d0000b273642aa6eaf64f4a99532ea5bf
