Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7wFhCRIEHWZe9tck1546CM,"Naa Jaane (From ""I, Me Aur Main"")",Just John,Neeraj Shridhar;Anushka Manchanda;Dj Sushi,12/10/2016,190912,28,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/1/2023,"bollywood,desi,hindi pop",T-Series,0.572,0.942,11,-4.016,0,0.195,0.149,0,0.0403,0.828,195.758,4
spotify:track:75aioDtRP11UW76WiGcS9A,Aane Do,Aane Do,Viepsa Arora;Dev Raiyani,4/22/2022,180500,6,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/3/2023,"indian indie,hindi indie",2318175 Records DK,0.663,0.523,0,-12.742,1,0.317,0.622,0,0.162,0.628,173.877,4
spotify:track:6Iq70DkXXg4gqJkgkLn3pn,Gaayab,Gaayab,Viepsa Arora;Arjun Sadana,8/2/2021,198521,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/3/2023,"indian indie,hindi indie",FilmyGyan,0.533,0.329,6,-14.083,0,0.0411,0.901,0.0198,0.107,0.206,77.027,4
spotify:track:4BTPzhEsyW3blWcxcuhLM0,Mitwa,Kabhi Alvida Naa Kehna (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy;Shankar Mahadevan;Caralisa Monteiro;Shafqat Amanat Ali,6/8/2006,382973,74,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/6/2023,"bollywood,sufi,desi,hindi pop,marathi pop,devotional,bhajan,tamil dance",Sony Music Entertainment India Pvt. Ltd.,0.63,0.63,4,-7.525,1,0.0364,0.295,0.0000126,0.0934,0.517,107.103,4
spotify:track:2Hs659VSIWrtetYzclXVP6,Le Gayi,Dil To Pagal Hai,Uttam Singh;Asha Bhosle;Anand Bakshi,8/27/1997,341812,60,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/7/2023,"bollywood,ghazal,marathi pop,bangla pop,hindi pop",YRF Music,0.831,0.737,5,-11.51,0,0.0497,0.185,0.000937,0.153,0.82,125.552,4
spotify:track:6qrifdo7QINdPQr80IelGi,Iraaday,Iraaday,Rovalio;Abdul Hannan,3/18/2022,133305,56,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/7/2023,"indian indie,hindi indie,desi,desi pop",Rovalio,0.737,0.458,6,-5.805,1,0.0317,0.601,0.00000698,0.138,0.456,89.993,4
spotify:track:6heMkBTbKEwXlsvPwZIRYh,"Ek Ladki Bheegi Bhagi Si - From ""Chalti Ka Naam Gaadi""",Meri Awaaz Suno - Kishore Kumar,Kishore Kumar,4/25/2017,236800,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/8/2023,"ghazal,bangla pop,hindi pop,bollywood",Saregama,0.563,0.455,4,-7.01,0,0.0551,0.808,0,0.154,0.892,120.784,4
spotify:track:16XEVyPh5NT31CAAqPbxQF,Aankhein Khuli,Mohabbatein,Jatin-Lalit;Lata Mangeshkar;Udit Narayan;Udbhav;Manohar Shetty;Ishaan;Shweta Pandit;Sonali Bhatawdekar;Pritha Mazumdar;Anand Bakshi,8/27/2000,422713,67,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/8/2023,"bollywood,hindi pop,desi,ghazal,bhajan,marathi pop",YRF Music,0.792,0.635,7,-13.94,0,0.0863,0.349,0.00000592,0.324,0.648,122.004,4
spotify:track:0GamKm5LCEwxFh8p2VWvnq,Bye,Bye,Aditya Bhardwaj,12/2/2022,174285,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/19/2023,"indian indie,hindi indie,desi pop",111 Records,0.581,0.822,6,-7.853,1,0.115,0.0404,0.0000681,0.0772,0.471,168.063,4
spotify:track:4kUWdUJZnxWMxY31AzorKa,Dilbara,Dhoom,Pritam;Abhijeet;Sowmya Raoh;Sameer Anjaan,7/16/2004,272169,54,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/21/2023,"bollywood,hindi pop,desi,kannada pop",YRF Music,0.87,0.747,6,-5.971,0,0.118,0.251,0,0.0532,0.817,130.032,4
spotify:track:5frmIBzZKMjU2PlWJJ8Ir3,Tere Bin,Rabbi,Rabbi Shergill,1/1/2004,322701,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/23/2023,"desi pop,sufi,indian indie,hindi indie",Odd One Out Records,0.712,0.87,3,-7.1,1,0.0553,0.659,0.0000755,0.161,0.873,104.039,4
spotify:track:28cfb1Dlxdz56C1UgfXJJV,Apna Bana Le - Slowed + Reverbed,Apna Bana Le (COLD HEART EDIT),COLD HEART,4/15/2023,242098,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/26/2023,,4874364 Records DK,0.502,0.583,5,-8.603,1,0.0341,0.872,0.0000264,0.146,0.249,75.191,4
spotify:track:73K33p4Vyz9koXGqmL5eFs,Malang Sajna,Malang Sajna,Sachet Tandon;Parampara Tandon;Kumaar;Sachet-Parampara,12/19/2022,161041,73,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/27/2023,"bhajan,hindi pop,devotional,bollywood,desi pop,desi",T-Series,0.741,0.735,10,-4.387,1,0.0351,0.527,0,0.358,0.812,113.911,4
spotify:track:4javAhHTsLnWWK8PthfXfB,Dream Girl,Dream Girl,Kishore Kumar;Laxmikant–Pyarelal,1/1/1977,357573,45,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,4/29/2023,"ghazal,bangla pop,hindi pop,bollywood,bhajan",Saregama,0.491,0.397,10,-12.736,1,0.0395,0.854,0.0000111,0.222,0.649,125.227,4
spotify:track:1kKxvLPfgpG5NRJ9MAmYsu,Lag Ja Gale Se Phir,Woh Kaun Thi? (Original Motion Picture Soundtrack),Lata Mangeshkar,11/1/2013,257613,42,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/3/2023,"ghazal,bollywood,bhajan,hindi pop,marathi pop",Saregama,0.312,0.452,8,-11.872,1,0.0391,0.796,0.000874,0.286,0.391,132.485,3
spotify:track:2BpV7xTI41RgdSQ5bjgAfX,Premika Ne Pyar Se,Hum Se Hai Muqabala - Kadalan (Original Motion Picture Soundtrack),S. P. Balasubrahmanyam;Udit Narayan;S.P. Pallavi,3/1/1995,161427,50,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/5/2023,"kannada pop,telugu pop,tamil pop,devotional,tollywood,sandalwood,kollywood,bollywood,hindi pop,desi",Ishtar Music Pvt. Ltd.,0.869,0.316,10,-12.628,1,0.0989,0.00403,0.00000228,0.109,0.764,77.095,4
spotify:track:3hCUkos0NxuSFl73oOHJzb,It's the Time to Disco,Kal Ho Naa Ho (Original Motion Picture Soundtrack),Shankar-Ehsaan-Loy;Vasundhara Das;KK;Shaan;Loy Mendonsa,9/20/2003,333093,59,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/7/2023,"bollywood,sufi,desi,hindi pop,desi pop,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.902,0.772,6,-8.29,0,0.0383,0.0452,0.000129,0.12,0.808,131.992,4
spotify:track:3EFGRGsshk0NWidcXfhKvw,Dil To Bachcha Hai,Ishqiya,Rahat Fateh Ali Khan,12/31/2009,333984,63,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/12/2023,"sufi,qawwali,bollywood,hindi pop,desi,ghazal",T-Series,0.386,0.412,6,-7.358,0,0.0406,0.478,0.00002,0.0746,0.469,75.266,5
spotify:track:163jamCc6vC1HQKpbu2jxC,Darmiyaan,Jodi Breakers,Shafqat Amanat Ali;Clinton Cerejo,1/18/2012,353500,63,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/12/2023,"bollywood,sufi,hindi pop,desi",T-Series,0.569,0.45,7,-9.732,1,0.03,0.671,0.000334,0.0907,0.423,143.847,4
spotify:track:2PEJKORCdmceTW2cgTkHv5,Aadmi Chutiya Hai,Mere Gaon Aaoge,Rahgir,7/1/2019,226280,47,TRUE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/12/2023,"hindi indie,indian indie",Rahgir,0.7,0.33,4,-7.522,1,0.0706,0.797,0,0.122,0.766,119.103,4
spotify:track:0Q2vaf1USURWQFEwicPSP7,Tippa,Rangoon,Sukhwinder Singh;Rekha Bhardwaj;Sunidhi Chauhan;O.S. Arun,1/19/2017,344166,9,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/13/2023,"bollywood,desi,hindi pop,ghazal,sufi,tamil pop",T-Series,0.669,0.551,6,-9.561,1,0.134,0.2,0.00000599,0.0897,0.607,76.984,4
spotify:track:6K0Ea7pq2trf6SwsfEKkOp,Aye Udi Udi Udi,Saathiya,A.R. Rahman;Adnan Sami;Gulzar,10/18/2002,276715,56,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/14/2023,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,qawwali,desi pop,ghazal,telugu pop",YRF Music,0.721,0.375,5,-16.621,1,0.0683,0.0278,0,0.112,0.556,87.953,4
spotify:track:1nvvaiJbrhCkM3Az74N1pM,Ranjha - Sid X Kiara Wedding Version,Ranjha (Sid X Kiara Wedding Version),Jasleen Royal;Anvita Dutt;Shraddha Sehgal;Prerna Arora;Ashwani Basoya,2/20/2023,118554,58,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/15/2023,"hindi pop,bollywood,desi,gujarati pop,hindi indie,sufi",Sony Music Entertainment India Pvt. Ltd.,0.306,0.452,1,-7.087,1,0.033,0.794,0.00000113,0.104,0.244,165.617,4
spotify:track:2VR1z4g6haFyMoghNj46KB,Jhoom,Jhoom,Ali Zafar,2/14/2011,389213,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/15/2023,"qawwali,sufi,bollywood,desi pop,desi,ghazal",Lightingale Records,0.734,0.529,0,-10.198,1,0.0346,0.392,0,0.11,0.58,128.022,4
spotify:track:3tgdOveYac7YMEAQD9sGLf,Bulleya,Sultan,Vishal-Shekhar;Papon;Irshad Kamil,5/31/2016,357067,72,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/15/2023,"bollywood,desi,hindi pop,sufi",YRF Music,0.675,0.579,4,-11.976,1,0.0308,0.369,0.00000338,0.118,0.724,97.01,4
spotify:track:22jbgc9BtV1uiV7hKYTyDx,Chaandaniya,2 States,Mohan Kannan;Yashita Sharma,3/14/2014,247862,56,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/16/2023,"bollywood,hindi pop,gujarati pop,desi",T-Series,0.567,0.546,4,-8.316,1,0.0405,0.301,0.00000169,0.129,0.401,113.806,4
spotify:track:3SiQsAVS3CDJQzWPRyX1XP,Sanak,3:00 AM Sessions,Badshah;Lakhwinder Wadali;Lucky Noor,2/7/2023,115636,51,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/19/2023,"bollywood,desi,hindi pop,desi hip hop,hindi hip hop,desi pop,qawwali,sufi,ghazal",Universal Music India Pvt Ltd.,0.944,0.858,7,-4.664,0,0.281,0.329,0.0000285,0.0692,0.847,110.049,4
spotify:track:4mBmsPcPa1Eu4LDTHq55Ab,"Hothon Se Chhu Lo Tum - From ""Prem Geet""",Dard-E-Jigar,Jagjit Singh,1/1/2003,297706,65,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,5/20/2023,"ghazal,bhajan,qawwali,sufi,devotional",Universal Music India Pvt Ltd.,0.557,0.327,4,-13.651,1,0.0273,0.844,0.000732,0.118,0.61,98.225,4
spotify:track:78KKYDENYsw6jYfuEZsqJl,Saathiya,Saathiya,A.R. Rahman;Sonu Nigam;Gulzar,10/18/2002,357433,63,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/4/2023,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,kannada pop,sandalwood,marathi pop,ghazal",YRF Music,0.462,0.457,1,-15.251,0,0.106,0.186,0,0.334,0.535,175.94,4
spotify:track:61U3GdBbVKLsgtqsHUFtKu,Love At First Sight (Title Music),Rehnaa Hai Terre Dil Mein,Anand Raj Anand,10/19/2001,97175,42,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/4/2023,"bollywood,desi",Saregama,0.609,0.761,1,-10.553,1,0.103,0.615,0.0000113,0.23,0.62,107.269,4
spotify:track:32DWojMZeZebVrfBkhAkKy,Barso Re,Guru (Original Motion Picture Soundtrack),A.R. Rahman;Shreya Ghoshal;Uday Mazumdar,9/11/2006,329600,64,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2023,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,kannada pop,marathi pop",Sony Music Entertainment India Pvt. Ltd.,0.879,0.487,0,-9.441,1,0.148,0.337,0.000284,0.0706,0.338,116.991,4
spotify:track:4FeczSomVWVyU4FW7xDeAI,Tere Bina,Guru (Original Motion Picture Soundtrack),A.R. Rahman;Chinmayi;Murtuza Khan;Qadir Khan,9/11/2006,309640,80,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2023,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tollywood,telugu pop,marathi pop",Sony Music Entertainment India Pvt. Ltd.,0.744,0.7,2,-7.663,1,0.0375,0.278,0.000155,0.068,0.867,144.033,4
spotify:track:4bD9z9qa4qg9BhryvYWB7c,Kabira,Yeh Jawaani Hai Deewani,Pritam;Tochi Raina;Rekha Bhardwaj,3/30/2013,223459,76,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2023,"bollywood,hindi pop,desi,sufi,ghazal",T-Series,0.59,0.555,2,-6.861,1,0.0271,0.481,0,0.192,0.191,84.027,4
spotify:track:6LX6modQsxnBouh7yZT6qx,Muskaanein Jhooti Hai,Talaash,Suman Sridhar;Ram Sampath;Javed Akhtar,10/18/2012,197914,54,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2023,"bollywood,desi,hindi pop",T-Series,0.748,0.444,8,-10.353,0,0.0381,0.405,0.0000501,0.116,0.383,120.005,4
spotify:track:4vJIdH3pjMCnFOiEEpWpB3,Yeh Mera Dil Yaar Ka Diwana,Don,Asha Bhosle;Kalyanji-Anandji,4/20/1978,253773,43,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2023,"ghazal,marathi pop,bangla pop,bollywood,hindi pop",Saregama,0.496,0.476,7,-11.248,0,0.0625,0.83,0.0183,0.332,0.521,141.468,4
spotify:track:0C6G3mqMjVcIgTWbK9nFIE,"Aafat (From ""Liger"")","Aafat (From ""Liger"")",Tanishk Bagchi;Rashmi Virag;Zahrah S Khan,8/6/2022,163500,41,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/20/2023,"bollywood,hindi pop,desi,desi pop,gujarati garba",Sony Music Entertainment India Pvt. Ltd.,0.834,0.805,11,-1.684,0,0.155,0.257,0,0.0885,0.433,119.947,4
spotify:track:0Jr0Uzj4tDf6E44AOAXwrG,"Baby Tujhe Paap Lagega (From ""Zara Hatke Zara Bachke"")","Baby Tujhe Paap Lagega (From ""Zara Hatke Zara Bachke"")",Himesh Reshammiya;Sachin-Jigar;Amitabh Bhattacharya,5/25/2023,173027,26,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/20/2023,"bollywood,hindi pop,desi,gujarati pop,gujarati garba",Saregama India Ltd,0.826,0.751,0,-6.04,1,0.0544,0.302,0,0.336,0.597,128.118,4
spotify:track:0PjlMtYAIBnCRajbUceZgc,"Issa Vibe (From ""Bloody Daddy"")","Issa Vibe (From ""Bloody Daddy"")",Badshah;Payal Dev,5/30/2023,147613,33,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/20/2023,"bollywood,desi,hindi pop,desi hip hop,hindi hip hop,desi pop,bhajan,devotional",Times Music,0.612,0.618,4,-6.903,0,0.336,0.123,0.00000247,0.27,0.777,175.836,4
spotify:track:1qPhMBWYNCxVwMGARrySde,Katiya Karun,Rockstar,Harshdeep Kaur,10/1/2011,238000,58,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/28/2023,"bollywood,desi,hindi pop",T-Series,0.644,0.705,2,-8.307,1,0.0712,0.627,0.00000379,0.0591,0.928,175.973,4
spotify:track:2zdWSvk7ymOqlTA5j0fpJf,Ham Ne Tum Ko Dekha,Khel Khel Mein,Shailendra Singh;R. D. Burman,3/20/1975,265040,53,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/4/2023,"marathi pop,ghazal,hindi pop,bollywood,bangla pop",Saregama,0.352,0.48,0,-11.996,0,0.0497,0.524,0.0000174,0.642,0.791,99.499,4
spotify:track:4uNxdQ1L4Xa52MWX864QhW,"What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")","What Jhumka ? (From ""Rocky Aur Rani Kii Prem Kahaani"")",Pritam;Arijit Singh;Jonita Gandhi;Ranveer Singh;Amitabh Bhattacharya;Madan Mohan,7/12/2023,213611,61,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"bollywood,hindi pop,desi,bangla pop,tamil pop,kollywood,tamil dance,hindi hip hop,desi hip hop,qawwali",Saregama India Ltd,0.821,0.823,2,-5.455,1,0.1,0.235,0,0.207,0.479,107.953,4
spotify:track:5oSP4LFKkhYZ2NbxpZXMlm,Jhoomka Gira Re,Mera Saaya,Asha Bhosle,1/1/1966,296825,33,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"ghazal,marathi pop,bangla pop,bollywood,hindi pop",Saregama,0.6,0.788,8,-4.92,1,0.159,0.901,0.000188,0.812,0.964,93.154,4
spotify:track:03HZm1iCO3y8GTFv7yobL3,Aajkal Tere Mere Pyar Ke Charche,Brahmachari,Suman Kalyanpur;Mohammed Rafi,1/1/1968,309493,45,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"marathi pop,ghazal,hindi pop",Saregama India Ltd,0.555,0.792,9,-10.683,1,0.0721,0.858,0.0072,0.596,0.776,98.634,4
spotify:track:47u58mTcdtIA3ijk26m51k,Kajra Mohabbat Wala,Kismet,Asha Bhosle;Shamshad Begum,1/1/1968,378346,45,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"ghazal,marathi pop,bangla pop,bollywood,hindi pop,qawwali",Saregama,0.552,0.528,6,-10.185,0,0.391,0.801,0.000312,0.254,0.962,171.315,4
spotify:track:5ZMuv6ESQmOHfXrm8FFncr,Mere Samnewali Khidki Mein,Padosan,Kishore Kumar;R. D. Burman,1/1/1968,172570,61,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"ghazal,bangla pop,hindi pop,bollywood",Saregama,0.683,0.695,7,-5.512,1,0.0931,0.768,0.0000198,0.296,0.865,137.208,4
spotify:track:098jYib9xwJFe6W4eIL5Ok,Mere Sapnon Ki Rani,Aradhana,Kishore Kumar;S. D. Burman,9/27/1969,300640,52,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"ghazal,bangla pop,hindi pop,bollywood",Saregama,0.514,0.532,8,-12.57,1,0.046,0.921,0.000114,0.333,0.772,119.194,4
spotify:track:4wctbqwSUOLtG7LEVQ9try,"Tera Mujhse - From ""Aa Gale Lag Jaa""",FM Hits - All Time Radio Hits,Kishore Kumar;R. D. Burman,7/10/2014,339666,45,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"ghazal,bangla pop,hindi pop,bollywood",Universal Music India Pvt Ltd.,0.336,0.697,7,-4.719,1,0.0425,0.757,0.0000122,0.0846,0.501,79.845,3
spotify:track:3xmOPoqoc77SlEIcmhoQK6,"Jab Koi Baat Bigad Jaye (From ""Jurm"")","Bollywood Music - Kumar Sanu At His Best, Vol. 1",Kumar Sanu;Sadhana Sargam,7/1/2016,480813,38,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"bollywood,hindi pop,tamil pop",Ishtar Music Pvt. Ltd.,0.649,0.716,4,-8.846,1,0.0245,0.173,0.0000021,0.171,0.808,111.655,4
spotify:track:0xDdcB0gypop2DwJU2O1xG,Uden Jab Jab Zulfen Teri,Naya Daur,Mohammed Rafi;Asha Bhosle,1/1/1957,295926,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/18/2023,"ghazal,hindi pop,marathi pop,bangla pop,bollywood",Saregama India Ltd,0.525,0.715,6,-7.658,1,0.097,0.479,0.000633,0.225,0.961,135,4
spotify:track:7smFVnYqFp9RwKg00C6nKN,Lucky Boy,Bachna Ae Haseeno,Vishal-Shekhar;Sunidhi Chauhan;Hard Kaur;Raja Hasan;Anvita Dutt Guptan,7/5/2008,253753,54,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/26/2023,"bollywood,desi,hindi pop,gujarati garba,gujarati pop",YRF Music,0.79,0.827,1,-5.706,1,0.03,0.0848,0.396,0.291,0.588,114.981,4
spotify:track:1CapGmE3jqZpEATdujksnX,Heer,Jab Tak Hai Jaan,A.R. Rahman;Harshdeep Kaur;Gulzar,10/9/2012,314174,59,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/11/2023,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,ghazal",YRF Music,0.33,0.572,4,-9.562,0,0.0548,0.242,0.0000018,0.155,0.369,78.267,4
spotify:track:4CugsCV0mb9QHnffgfnpQO,Daawat-e-Ishq,Daawat-e-Ishq,Sajid-Wajid;Javed Ali;Sunidhi Chauhan;Kausar Munir,7/17/2014,330344,45,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/26/2023,"bollywood,desi,hindi pop,sufi,qawwali,desi pop",YRF Music,0.493,0.913,2,-7.224,0,0.067,0.127,0.0000194,0.0628,0.613,102.958,4
spotify:track:1d5lpW3gUyq537iuyrb9Lf,Samjho Na,Samjho Na,Aditya Rikhari,2/10/2022,172408,79,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/31/2023,"hindi indie,indian indie,desi pop,hindi pop",CollabX Productions,0.744,0.328,0,-12.535,1,0.231,0.681,0.0002,0.128,0.532,98.923,4
spotify:track:5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),Heeriye (feat. Arijit Singh),Jasleen Royal;Arijit Singh;Dulquer Salmaan,7/25/2023,194857,74,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/2/2023,"hindi pop,bollywood,desi,gujarati pop,hindi indie,bangla pop,mollywood,malayalam pop",Warner Music India,0.728,0.494,6,-9.628,0,0.0256,0.516,0.00384,0.0759,0.558,105.007,4
spotify:track:7wVuc5To4LyVZvZllNSlpB,Lucky Tu Lucky Me,Humpty Sharma Ki Dulhania (Original Motion Picture Soundtrack),Sachin-Jigar;Benny Dayal;Anushka Manchanda;Varun Dhawan,6/19/2014,203018,51,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/3/2023,"gujarati pop,bollywood,hindi pop,desi,gujarati garba",Sony Music Entertainment India Pvt. Ltd.,0.753,0.99,10,-3.319,0,0.0578,0.0195,0,0.116,0.711,139.99,4
spotify:track:7ukboFFuDuxKWRdxahmth7,Beqarar Karke Hamen Yun Na Jaiye,Bees Saal Baad,Hemant Kumar,1/1/1962,189880,61,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/24/2023,"bangla pop,ghazal,marathi pop",Saregama,0.653,0.446,10,-11.823,0,0.0483,0.971,0.251,0.621,0.757,113.465,4
spotify:track:73s6UhNKUFlAxB0Rd0J66W,Jigar Da Tukda,Ladies vs Ricky Bahl,Salim–Sulaiman;Salim Merchant;Shraddha Pandit;Amitabh Bhattacharya,11/9/2011,254511,52,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/26/2023,"bollywood,sufi,desi,hindi pop,qawwali",YRF Music,0.742,0.943,4,-3.726,0,0.0421,0.31,0.000374,0.0188,0.881,130.02,4
spotify:track:788Lp6lHrCrxJAZvS2l9YZ,Dum Dum,Band Baaja Baaraat,Salim–Sulaiman;Benny Dayal;Himani Kapoor;Amitabh Bhattacharya,3/11/2010,310987,54,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/26/2023,"bollywood,sufi,desi,hindi pop,qawwali",YRF Music,0.748,0.812,0,-7.938,1,0.0471,0.0634,0.00146,0.114,0.906,99.994,4
spotify:track:7gYllw9VHAzfr825KXs3bE,Shuddh Desi Romance,Shuddh Desi Romance,Sachin-Jigar;Benny Dayal;Shalmali Kholgade;Jaideep Sahni,8/22/2013,185626,49,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/26/2023,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,sufi",YRF Music,0.638,0.751,10,-7.957,1,0.314,0.255,0,0.226,0.771,189.952,4
spotify:track:3APdIdF8H0jsxSuGOqXedS,Kabhi Kabhi Aditi,Jaane Tu... Ya Jaane Na,Rashid Ali,5/21/2008,218836,69,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/30/2023,"bollywood,hindi pop",T-Series,0.791,0.558,7,-7.155,0,0.0661,0.276,0,0.0859,0.872,95.077,4
spotify:track:7F8RNvTQlvbeBLeenycvN6,Kun Faya Kun,Rockstar,A.R. Rahman;Javed Ali;Mohit Chauhan,10/1/2011,470500,70,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/30/2023,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,qawwali,desi pop",T-Series,0.362,0.378,1,-11.008,1,0.0329,0.679,0,0.091,0.575,87.549,4
spotify:track:4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")","Chaleya (From ""Jawan"")",Anirudh Ravichander;Arijit Singh;Shilpa Rao;Kumaar,8/14/2023,200373,70,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/4/2023,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop,hindi pop,bollywood,desi,bangla pop",T-Series,0.575,0.845,0,-5.28,1,0.0852,0.393,0.0107,0.131,0.439,95.047,4
spotify:track:6TMfIoPi0DdkxRxpARTnUv,Pal Pal Har Pal,Lage Raho Munna Bhai,Sonu Nigam;Shreya Ghoshal,7/24/2006,273146,55,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/7/2023,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop",T-Series,0.639,0.233,4,-12.47,1,0.0345,0.868,0,0.151,0.607,136.772,4
spotify:track:0OdztoASgKBBNcAgtErk0X,Bikhra,Bikhra,Abdul Hannan;Rovalio,2/11/2022,168300,61,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/14/2023,"indian indie,hindi indie,desi,desi pop",2636621 Records DK,0.462,0.371,6,-11.604,0,0.0988,0.794,0.118,0.124,0.187,99.662,4
spotify:track:6MZyrnqwsLnrWY5Gk0AyXg,Farq hai,Farq hai,Suzonn,11/26/2020,184090,59,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/18/2023,"hindi indie,indian indie",Suzonn,0.8,0.209,4,-12.652,1,0.0408,0.865,0.0000411,0.252,0.74,87.972,4
spotify:track:1k51yO0Piz6FJGVVCIp7wE,Sabse Pehle Hai Pyar - Lofi,Sabse Pehle Hai Pyar (Lofi),Shiwani Kumbhare;EXE ROHIT,11/3/2022,106500,43,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/18/2023,,Integral Silence,0.257,0.049,10,-26.059,1,0.038,0.967,0.0118,0.116,0.232,108.566,3
