Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:5X5db3FrBOHbibrFKA02MQ,"Chashni (From ""Bharat"")","Chashni (From ""Bharat"")",Abhijeet Srivastava;Vishal-Shekhar,5/1/2019,265995,61,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/3/2022,"indian indie,hindi indie,desi pop,hindi pop,bollywood,desi",T-Series,0.756,0.52,6,-8.642,1,0.0341,0.495,0,0.0901,0.684,119.92,4
spotify:track:0WdbnNKO0Jt4BZACSDQh44,"Ghungroo (From ""War"")","Ghungroo (From ""War"")",Vishal-Shekhar;Arijit Singh;Shilpa Rao;Kumaar,9/30/2019,302935,66,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/3/2022,"bollywood,desi,hindi pop,bangla pop",YRF Music,0.695,0.727,6,-6.274,0,0.0323,0.0744,0.000175,0.533,0.864,118.034,4
spotify:track:0hFUtSsV2itYEUTZGj6w5H,"Aabaad Barbaad (From ""Ludo"")","Aabaad Barbaad (From ""Ludo"")",Pritam;Arijit Singh,10/21/2020,309103,58,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/3/2022,"bollywood,hindi pop,desi,bangla pop",T-Series,0.626,0.522,7,-5.857,1,0.0317,0.686,0,0.41,0.628,118.001,4
spotify:track:5MnAi6ZF7cE8pAz7wYr9Ta,Dil Diyan Gallan,Tiger Zinda Hai,Vishal-Shekhar;Atif Aslam;Irshad Kamil,12/12/2017,260536,66,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/3/2022,"bollywood,desi,hindi pop,sufi,qawwali",YRF Music,0.716,0.64,2,-8.726,1,0.025,0.565,0.00139,0.127,0.485,105.012,4
spotify:track:5fZ0oNVVUQe11KGpgcDCrY,Mere Naam Tu,Zero,Abhay Jodhpurkar,12/21/2018,338593,56,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/3/2022,"tamil pop,kollywood,bollywood",T-Series,0.382,0.398,1,-10.026,0,0.0373,0.698,0.000216,0.111,0.313,179.649,3
spotify:track:4ws4fIFJDtQAjNQ53KYVl2,,,,,,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/4/2022,,,0.708,0.567,9,-5.703,1,0.0338,0.589,0.00000101,0.178,0.862,79.992,4
spotify:track:7mNZUnDWUDidWBFaUpVtOC,Chidiya,Chidiya,Vilen,12/14/2019,253333,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"hindi indie,desi pop",Darks Music Company,0.486,0.494,6,-8.56,1,0.0324,0.715,0,0.109,0.414,179.975,4
spotify:track:4QW4HJdGdo1kgT1JYCvIhJ,Lahu Munh Lag Gaya,Ravishing Deepika,Shail Hada,11/3/2015,300000,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"gujarati garba,bollywood,gujarati pop",Eros Now Music,0.581,0.794,5,-3.996,0,0.0413,0.0742,0.0000647,0.254,0.504,146.958,3
spotify:track:5DqatlowP9JciDW3fgDFaF,Kill Dil,Kill Dil,Shankar-Ehsaan-Loy;Sonu Nigam;Shankar Mahadevan;Gulzar,9/25/2014,349518,39,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"bollywood,sufi,desi,hindi pop,kannada pop,sandalwood,marathi pop,devotional,bhajan,tamil dance,ghazal",YRF Music,0.584,0.791,9,-6.525,0,0.106,0.21,0.000014,0.133,0.27,139.945,4
spotify:track:4brSaQIT3bnnE41D042fgL,Tu Hai Ki Nahi,Roy,Ankit Tiwari;Abhendra Kumar Upadhyay,1/9/2015,333922,67,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"bollywood,hindi pop,desi",T-Series,0.535,0.754,10,-4.77,0,0.0562,0.458,0.0000016,0.302,0.435,143.862,4
spotify:track:5NChQ2tXB9q9D8kdkLTWOL,Hosanna,Ekk Deewana Tha (Original Motion Picture Soundtrack),A.R. Rahman;Leon D'souza;Suzanne D'Mello,1/4/2012,331400,56,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,lo-fi",Sony Music Entertainment India Pvt. Ltd.,0.571,0.802,7,-7.201,1,0.0391,0.28,0.0000643,0.0497,0.596,85.97,4
spotify:track:0gRNu9dVzi5aC87AI1empZ,Jab Se Tere Naina,Saawariya (Original Motion Picture Soundtrack),Monty Sharma;Shaan,9/14/2007,284573,67,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"bollywood,sufi,hindi pop,desi,desi pop,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.599,0.653,0,-7.576,0,0.122,0.362,0,0.144,0.678,79.968,4
spotify:track:6cUaCs1lKfDOyFKMkBF8ch,Dil Dooba,Khakee,Sonu Nigam;Shreya Ghoshal,10/17/2003,230946,64,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop",T-Series,0.814,0.909,0,-6.875,1,0.0753,0.319,0,0.345,0.961,100.004,4
spotify:track:5RZbS87YI2wd87SWuO0YAX,Rehna Tu,Delhi-6,A.R. Rahman;Prasoon Joshi,1/19/2009,409274,49,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/6/2022,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi",T-Series,0.643,0.458,11,-11.502,0,0.0594,0.327,0.00394,0.0966,0.73,82.041,4
spotify:track:2l3dFxtoSMgMQVyRIUHjpz,Akhiyaan,Akhiyaan,Mitraz,9/4/2022,191868,64,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/7/2022,"indian indie,hindi indie,desi pop,desi,hindi pop",Mitraz Records,0.724,0.618,2,-9.007,1,0.0534,0.0533,0.704,0.0886,0.0683,100.021,4
spotify:track:0up9rhm9qt2LW7cnoDFCMk,Jiyein Kyun,Dum Maaro Dum,Pritam;Papon,3/15/2011,264962,65,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"bollywood,hindi pop,desi,sufi",T-Series,0.393,0.609,4,-5.954,1,0.0415,0.0558,0.00000222,0.107,0.347,71.377,4
spotify:track:2ZvWoJ82LKCgD0nU9H5ue5,Main Tumhara,Dil Bechara (Original Motion Picture Soundtrack),A.R. Rahman;Jonita Gandhi;Hriday Gattani,7/10/2020,258726,53,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi,tamil dance",Sony Music Entertainment India Pvt. Ltd.,0.236,0.14,7,-13.478,1,0.0343,0.916,0.000148,0.087,0.123,76.805,4
spotify:track:5doYtCoJ8KpfkFczP3F2ad,Dooriyan,Love Aaj Kal (Original Motion Picture Soundtrack),Mohit Chauhan;Pritam,7/31/2009,337360,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"bollywood,hindi pop,sufi,desi",Eros Now Music,0.52,0.716,7,-6.582,0,0.051,0.612,0,0.11,0.593,122.977,4
spotify:track:1juJ3mwsFerctbngtK42G4,Saware,Phantom,Pritam;Arijit Singh,7/31/2015,321613,63,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"bollywood,hindi pop,desi,bangla pop",T-Series,0.499,0.683,6,-6.373,0,0.0334,0.703,0.00161,0.0749,0.295,134.95,4
spotify:track:2k7RoJQR0mi8WVWK0Och93,Roke Na Ruke Naina,Badrinath Ki Dulhania,Arijit Singh;Amaal Mallik;Kumaar,2/14/2017,278401,61,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"hindi pop,bollywood,desi,bangla pop",T-Series,0.503,0.381,9,-9.31,1,0.0283,0.722,0.0000115,0.154,0.263,80.658,4
spotify:track:3T0oPETOdddxJ2xTt2qJe4,Aaya Na Tu,Aaya Na Tu,Arjun Kanungo;Momina Mustehsan;Kunaal Vermaa,6/20/2018,210000,60,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"hindi pop,sufi,desi,qawwali,bollywood,desi pop",Universal Music India Pvt Ltd.,0.665,0.539,11,-7.213,0,0.0474,0.825,0.00000585,0.121,0.368,110.101,4
spotify:track:3GrCQPpKqKzOcKfMAoqn82,"Bolna (From ""Kapoor & Sons (Since 1921)"")","Bolna (From ""Kapoor & Sons (Since 1921)"")",Tanishk Bagchi;Arijit Singh;Asees Kaur,3/4/2016,212832,66,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"bollywood,hindi pop,desi,desi pop,gujarati garba,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.488,0.403,5,-7.005,1,0.0272,0.598,0.00000428,0.434,0.497,131.489,3
spotify:track:07NOpLvm8mCku71fzDzntQ,Gumshudaa king,Gumshudaa king,The roar,7/1/2021,178329,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,,2755616 Records DK,0.732,0.566,6,-7.114,1,0.249,0.857,0.00175,0.133,0.637,100.055,4
spotify:track:2auZEK0tQuqGHI9289piP7,Kehendi Si,Kehendi Si,Rish;Raga,10/9/2020,181333,34,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/13/2022,"desi hip hop,punjabi pop,hindi hip hop,punjabi hip hop",Sony Music Entertainment India Pvt. Ltd.,0.723,0.541,2,-4.752,0,0.0724,0.722,0,0.101,0.49,89.923,4
spotify:track:6cUOiOY5qh2FpIQWIYAd2h,Mehrama,Love Aaj Kal (Original Motion Picture Soundtrack),Pritam;Darshan Raval;Antara Mitra,2/14/2020,249415,70,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/18/2022,"bollywood,hindi pop,desi,gujarati garba,gujarati pop,desi pop",Sony Music Entertainment India Pvt. Ltd.,0.56,0.631,7,-9.032,1,0.0334,0.861,0.0133,0.0985,0.376,107.987,4
spotify:track:6TFESXMfJJWwccviaxGAMa,Humsafar,Badrinath Ki Dulhania,Akhil Sachdeva;Mansheel Gujral,2/14/2017,268463,71,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/26/2022,"hindi pop,bollywood",T-Series,0.319,0.552,7,-6.401,1,0.0307,0.719,0,0.144,0.221,93.991,4
spotify:track:1U8rhryVYw9gWZ6zvw4Orc,Beqaaboo,Gehraiyaan (Original Motion Picture Soundtrack),OAFF;Savera;Shalmali Kholgade;Kausar Munir,2/7/2022,187266,42,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/27/2022,"indian indie,hindi indie,bollywood,desi,hindi pop,desi pop,qawwali,sufi",Sony Music Entertainment India Pvt. Ltd.,0.679,0.663,9,-6.279,0,0.051,0.0221,0.00609,0.351,0.511,123.985,4
spotify:track:4yMbbysldl7E3WgiaugnwM,Bekhayali,Kabir Singh,Sachet Tandon;Sachet-Parampara;Irshad Kamil,6/14/2019,371790,53,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/27/2022,"bhajan,hindi pop,devotional,bollywood,desi pop,desi",T-Series,0.296,0.582,9,-5.18,0,0.0413,0.449,0,0.319,0.365,168.4,3
spotify:track:6zCQF5tu7HVwU9shhKqiuF,Khamoshiyan,Khamoshiyan (Original Motion Picture Soundtrack),Jeet Gannguli;Arijit Singh;Rashmi Virag,12/29/2014,335709,70,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,6/27/2022,"bangla pop,hindi pop,bollywood,desi",Sony Music Entertainment India Pvt. Ltd.,0.527,0.521,2,-6.837,0,0.0272,0.631,0,0.158,0.266,143.892,3
spotify:track:5BE6214zFFNKBCYYj1sFpu,Ye Jawaani Teri,Meri Pyaari Bindu,Sachin-Jigar;Nakash Aziz;Jonita Gandhi;Kausar Munir,4/25/2017,195221,46,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/4/2022,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,tollywood,telugu pop,tamil pop,kollywood,tamil dance,qawwali,sufi",YRF Music,0.779,0.636,5,-7.913,0,0.099,0.13,0.00000187,0.235,0.672,99.954,4
spotify:track:6z3p3Gm5FOH1n22ummzEh7,Darling,7 Khoon Maaf (Original Motion Picture Soundtrack),Vishal Bhardwaj;Usha Uthup;Rekha Bhardwaj,1/21/2011,208093,59,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/4/2022,"bollywood,ghazal,hindi pop,sufi,desi",Sony Music Entertainment India Pvt. Ltd.,0.829,0.735,2,-8.711,1,0.0882,0.0591,0.0000622,0.0776,0.766,126.007,4
spotify:track:7oDykOViQGiV9M3enF7u4Y,La La La,La La La,Neha Kakkar;Arjun Kanungo,2/7/2018,192000,22,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/10/2022,"bollywood,hindi pop,desi,desi pop,gujarati garba",Desi Music Factory,0.774,0.781,10,-4.426,1,0.104,0.341,0,0.111,0.469,100.017,4
spotify:track:5UUUVNhL8ovCvunS9BZ15C,Ek Dafaa (Chinnamma),Ek Dafaa (Chinnamma),Arjun Kanungo;Mayur Puri,1/13/2017,222721,52,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/10/2022,"hindi pop,bollywood,desi",Sony Music Entertainment India Pvt. Ltd.,0.5,0.699,2,-6.075,1,0.0914,0.0095,0,0.062,0.637,163.946,4
spotify:track:2VGs7EmaIxq96Wcog6DQOc,Why This Kolaveri Di? - The Soup of Love,Why This Kolaveri Di? (The Soup of Love),Anirudh Ravichander;Dhanush,11/16/2011,259293,63,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/13/2022,"tamil pop,kollywood,tamil dance,tamil hip hop,tollywood,telugu pop",Sony Music Entertainment India Pvt. Ltd.,0.82,0.785,5,-4.003,0,0.158,0.59,0.0000179,0.372,0.894,140.013,4
spotify:track:3x9vShiP4hDhE94zvObYNS,Rangisari,Jugjugg Jeeyo,Kanishk Seth;Kavita Seth,6/24/2022,223271,52,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/13/2022,"indian indie,hindi indie,bollywood,hindi pop,ghazal,desi,sufi",T-Series,0.524,0.758,10,-9.28,1,0.0538,0.27,0.13,0.106,0.319,140.012,4
spotify:track:5y2tgiS8ubMmqkWbATcu9k,,,,,,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/15/2022,,,0.676,0.438,7,-6.914,1,0.0268,0.493,0.0000274,0.115,0.231,111.976,4
spotify:track:5aNuuvbZROtlGww4rTOnqH,Yaaram,Ek Thi Daayan (Original Motion Picture Soundtrack),Vishal Bhardwaj;Sunidhi Chauhan;Clinton Cerejo,3/29/2013,293813,49,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/17/2022,"bollywood,desi,hindi pop",Sony Music Entertainment India Pvt. Ltd.,0.639,0.645,4,-8.088,0,0.0397,0.452,0.000175,0.108,0.336,140.025,4
spotify:track:6VBhH7CyP56BXjp8VsDFPZ,"Kesariya (From ""Brahmastra"")","Kesariya (From ""Brahmastra"")",Pritam;Arijit Singh;Amitabh Bhattacharya,7/17/2022,268164,72,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,7/21/2022,"bollywood,hindi pop,desi,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.577,0.574,0,-6.525,1,0.0278,0.572,0,0.1,0.436,94.009,4
spotify:track:5yYgGkyYJmmSwRp3caFplJ,Radha,Jab Harry Met Sejal (Original Motion Picture Soundtrack),Pritam;Shahid Mallya;Sunidhi Chauhan,8/3/2017,301889,51,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/4/2022,"bollywood,hindi pop,desi",Sony Music Entertainment India Pvt. Ltd.,0.693,0.896,7,-4.114,1,0.0682,0.31,0,0.195,0.854,126.995,4
spotify:track:5YDF5jP0H4SmjtYIw8N5sT,Jhoom (Lofi),Jhoom (Lofi),Akshit Ravat,6/24/2022,324102,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/5/2022,,Lofi by Ar,0.492,0.527,0,-11.59,1,0.0449,0.807,0.000648,0.557,0.452,71.884,4
spotify:track:5mp7og60TpyNiKi2p9Morw,,,,,,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/9/2022,,,0.557,0.487,8,-7.244,1,0.0231,0.515,0,0.112,0.395,98.082,4
spotify:track:56zZ48jdyY2oDXHVnwg5Di,Tum Hi Ho,Aashiqui 2,Mithoon;Arijit Singh,4/6/2013,261974,77,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/11/2022,"bollywood,hindi pop,desi,bangla pop",T-Series,0.529,0.451,5,-6.25,0,0.025,0.788,0,0.122,0.309,94.054,4
spotify:track:6UgcN95w7vQxkR8sEFmwHG,Chahun Main Ya Naa,Aashiqui 2,Palak Muchhal;Arijit Singh,4/6/2013,304899,72,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/11/2022,"bollywood,hindi pop,gujarati garba,desi,bangla pop",T-Series,0.644,0.517,9,-6.707,0,0.0273,0.521,0.00000327,0.0905,0.259,106.906,4
spotify:track:0oukMLKedsqQ3ltnI2daRO,Haaye Oye (feat. Ash King),Haaye Oye (feat. Ash King),QARAN;Ash King,3/22/2019,200029,61,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/11/2022,"bollywood,desi,hindi pop,bangla pop",Sony Music Entertainment India Pvt. Ltd.,0.633,0.727,11,-4.104,0,0.0383,0.173,0,0.153,0.543,123.959,4
spotify:track:1tEto4JrqNmBZFH5uAiYqb,Sadi Gali,Tanu Weds Manu,Lehmber Hussainpuri;Raj Shekhar,2/2/2011,264900,62,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/11/2022,"bhangra,desi,bollywood,hindi pop",T-Series,0.726,0.994,5,-2.433,0,0.0543,0.021,0.0108,0.222,0.779,129.989,4
spotify:track:40BjkQhSOqS7j8Z0JHiF07,,,,,,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/11/2022,,,0.507,0.752,2,-4.337,1,0.19,0.52,0,0.258,0.953,124.96,4
spotify:track:0joXv5niso2T8YXWOlIe1X,Titli,Chennai Express,Vishal-Shekhar;Chinmayi;Gopi Sundar,7/3/2013,350617,65,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/11/2022,"bollywood,desi,hindi pop,tamil pop,tollywood,telugu pop,marathi pop,kollywood,mollywood,malayalam pop",T-Series,0.679,0.421,7,-9.13,0,0.0344,0.685,0.00000681,0.244,0.65,81.012,4
spotify:track:5iCY0TXNImK4hyKfcplQsg,Baarishein,Baarishein,Anuv Jain,1/12/2018,207309,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/16/2022,"indian indie,hindi indie,hindi pop",Anuv Jain,0.475,0.124,2,-9.463,1,0.0444,0.926,0,0.0972,0.19,94.42,4
spotify:track:74kCarkFBzXYXNkkYJIsG0,Alag Aasmaan,Alag Aasmaan,Anuv Jain,7/31/2020,212773,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/16/2022,"indian indie,hindi indie,hindi pop",Anuv Jain,0.699,0.299,6,-12.599,1,0.0403,0.869,0,0.0724,0.459,118.969,4
spotify:track:1ocYa8PoVd5e2vPn0xHJcA,Saiyaara,Ek Tha Tiger,Sohail Sen;Mohit Chauhan;Tarannum Malik Jain;Kausar Munir,7/16/2012,252160,70,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/20/2022,"bollywood,hindi pop,desi,sufi,gujarati garba,qawwali",YRF Music,0.659,0.665,8,-8.181,0,0.0266,0.456,0.000486,0.0898,0.692,93.012,4
spotify:track:4a3AzCVuHiiXN6PmxpNegB,Banke Tera Jogi,Phir Bhi Dil Hai Hindustani (Original Motion Picture Soundtrack),Jatin-Lalit;Alka Yagnik;Sonu Nigam,12/5/1999,283760,54,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/20/2022,"bollywood,hindi pop,desi,kannada pop,sandalwood,marathi pop",Sony Music Entertainment India Pvt. Ltd.,0.765,0.831,1,-6.792,1,0.109,0.103,0,0.0649,0.837,99.146,4
spotify:track:0SxjmKamCaXEBwuQdiMxor,Chor Bazari,Love Aaj Kal (Original Motion Picture Soundtrack),Neeraj Shridhar;Sunidhi Chauhan;Pritam,7/31/2009,257440,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/21/2022,"bollywood,desi,hindi pop",Eros Now Music,0.824,0.757,11,-5.047,1,0.0744,0.368,0.000108,0.146,0.97,100.029,4
spotify:track:7gUhBUzFbGRYGgtDubhTSG,Haawa Haawa,Rockstar,Mohit Chauhan,10/1/2011,339855,51,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/21/2022,"bollywood,hindi pop,sufi,desi",T-Series,0.739,0.695,4,-7.112,0,0.0422,0.465,0.0000946,0.0992,0.882,145.022,4
spotify:track:1gxmaTGnxEgZuV8485tevN,Alag Aasmaan (Acoustic),Alag Aasmaan (Acoustic),Anuv Jain,11/19/2021,211578,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/27/2022,"indian indie,hindi indie,hindi pop",Anuv Jain,0.625,0.103,5,-13.387,1,0.0435,0.921,0.00000106,0.107,0.668,115.732,4
spotify:track:7jpmNt5iCtSdXuT1xEGp8O,Patakha Guddi,Highway,Sultana;Jyoti Nooran,1/22/2014,285185,62,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/27/2022,"sufi,bollywood,qawwali",T-Series,0.814,0.791,11,-5.057,1,0.0934,0.25,0,0.124,0.902,130.941,4
spotify:track:6l5Slmqx5eOSdO4MGCkudM,Patha Patha Gugu - Drill Remix,Patha Patha Gugu (Drill Remix),Trinix Remix,6/24/2022,127058,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/27/2022,,Trinix Remix,0.801,0.82,5,-7.47,0,0.0956,0.69,0.147,0.0909,0.651,152.995,4
spotify:track:1sbW5E7w8tnqpYk0Frx8QG,Maahi Ve,Highway,A.R. Rahman,1/22/2014,240784,70,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/27/2022,"tamil pop,kollywood,bollywood,sufi,hindi pop,desi",T-Series,0.604,0.72,5,-7.276,1,0.0603,0.571,0.0000118,0.12,0.528,130.995,4
spotify:track:1kptwDq9gbWOdmTm6C2bCm,Jadoo Ki Jhappi,Ramaiya Vastavaiya (Original Motion Picture Soundtrack),Sachin-Jigar;Mika Singh;Neha Kakkar,7/19/2013,217000,55,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/29/2022,"gujarati pop,bollywood,hindi pop,desi,gujarati garba,desi pop",Tips Music Limited,0.705,0.901,9,-5.654,0,0.0931,0.0892,0,0.316,0.949,87.997,4
spotify:track:5ogIZnw2wGLe4i69uqmESi,Aapka Kya Hoga (Dhanno),Housefull,Mika Singh;Sunidhi Chauhan;Sajid Khan,3/17/2010,307362,57,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/29/2022,"bollywood,desi,hindi pop",T-Series,0.801,0.922,1,-6.562,1,0.114,0.0638,0.000627,0.349,0.788,110.042,4
spotify:track:1Wtivsl2SUartvq1PtwOJR,,,,,,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,8/29/2022,,,0.699,0.677,1,-4.453,1,0.0364,0.1,0,0.0632,0.555,123.98,4
spotify:track:2MvCNH9ua0CeOgUQfZf56z,Guzarish,Ghajini,Javed Ali,11/25/2008,327029,72,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/15/2022,"sufi,bollywood,hindi pop,qawwali,desi,desi pop",T-Series,0.595,0.624,9,-10.943,0,0.0603,0.0925,0,0.114,0.647,170.001,4
spotify:track:0u8wprNfOdcWpUlWnfMcpP,Bol Na Halke Halke,Jhoom Barabar Jhoom,Shankar-Ehsaan-Loy;Rahat Fateh Ali Khan;Mahalakshmi Iyer;Gulzar,5/15/2007,306834,72,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/16/2022,"bollywood,sufi,desi,hindi pop,qawwali,ghazal",YRF Music,0.637,0.573,11,-6.69,0,0.0491,0.279,0.00000346,0.0617,0.704,90.017,4
spotify:track:7cWnks0lsRtpAi87COOiXK,O Re Piya,Aaja Nachle,Salim–Sulaiman;Rahat Fateh Ali Khan;Jaideep Sahni,10/18/2007,379768,72,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/16/2022,"bollywood,sufi,desi,hindi pop,qawwali,ghazal",YRF Music,0.586,0.532,11,-8.837,0,0.0328,0.779,0.000565,0.124,0.494,99.994,4
spotify:track:1ZiReD9pPTttQWwSoYqdyH,Aankhon Se Batana,Aankhon Se Batana,Dikshant,4/12/2022,221271,68,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/16/2022,"indian indie,hindi indie",Sony Music Entertainment India Pvt. Ltd.,0.544,0.307,10,-11.361,1,0.0334,0.791,0,0.11,0.335,177.808,4
spotify:track:4CGBTtlrjZj7ydpV52cgB4,Maula Mere Maula,Anwar,Roop Kumar Rathod,1/12/2007,364329,72,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/22/2022,"bollywood,sufi,hindi pop,desi",Saregama,0.549,0.737,0,-7.865,1,0.0386,0.459,0.00844,0.091,0.412,119.963,4
spotify:track:3G2I8KB7bTWmvE1tHSlMHg,Laapata,Ek Tha Tiger,Sohail Sen;KK;Palak Muchhal;Anvita Dutt,7/16/2012,254850,58,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/22/2022,"bollywood,hindi pop,desi,gujarati garba,sufi",YRF Music,0.726,0.946,11,-6.49,0,0.046,0.216,0.0169,0.163,0.869,108.021,4
spotify:track:1ax8ZuwRVkSdzzsIqyCNWQ,Tumse Milke Dil Ka,Main Hoon Na,Sonu Nigam;Sabri Brothers,2/27/2004,359253,66,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/22/2022,"kannada pop,bollywood,sandalwood,hindi pop,desi,marathi pop,qawwali,sufi",T-Series,0.853,0.745,9,-8.636,0,0.109,0.0642,0.00000187,0.0274,0.882,107.985,4
spotify:track:6GKGoi0FHzldk1ZRQoV1fv,Jalebi Baby,Jalebi Baby,Tesher,11/13/2020,189375,68,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/28/2022,,Capitol Records,0.68,0.895,2,-7.144,1,0.0378,0.0156,0.000374,0.145,0.824,93.037,4
spotify:track:7gAyu0od48mkaCw1laPKVC,Naagin,Naagin,Vayu;Aastha Gill;AKASA;Puri,10/17/2019,157000,56,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/28/2022,"gujarati garba,hindi indie,indian indie,bollywood,hindi pop,punjabi pop,desi,desi pop,moombahton",Sony Music Entertainment India Pvt. Ltd.,0.807,0.5,9,-10.361,1,0.0581,0.0335,0.00000873,0.0967,0.243,97.09,4
spotify:track:6tkl6rjuXWtVOCaXSSSCz2,"Jab Tak (From ""M.S.Dhoni - The Untold Story"")",2016 Shining Star - Armaan Malik,Armaan Malik,12/30/2016,174039,55,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/28/2022,"bollywood,hindi pop,kannada pop,tollywood,telugu pop",T-Series,0.298,0.447,3,-7.862,0,0.0383,0.857,0.000311,0.097,0.322,121.668,4
spotify:track:5QtQFSdyZEl0w4iDxAyv76,,,,,,,FALSE,31oqguuswg2pr7u2qrr6dgxnpr3i,9/28/2022,,,0.648,0.711,4,-6.216,1,0.0304,0.436,0,0.121,0.33,119.935,4
